character	dialogue_line	episode
SAUL	"(holds up his hands) But who’s to say I didn’t write the address down in-in my day-planner? Seeing where this is headed, Mike lets him up.  Saul scrambles to his feet and rounds his desk, rifling through his scheduler.  Not finding what he’s looking for... BREAKING BAD #313         ""Full Measure""        AS BROADCAST       33."	E313
SAUL	Or on a... scratch piece of paper... somewhere... (where the fuck is it?!) ... Who’s to say I didn’t write down a location?  Strictly for my own professional use. Yes!  Finding it written on a notepad, Saul tosses the pad atop his desk.  He points a finger at Mike -- NOW HEAR THIS!	E313
SAUL	"Believe me, money-laundering ain’t what it used to be. (half to himself) God, do I miss the eighties. BREAKING BAD #313         ""Full Measure""        AS BROADCAST       34."	E313
SAUL	Well, one look at this place, you’re gonna fall in love, so... Our two guys ride on in silence.	E313
SAUL	"You ever actually play laser tag? You know... it’s good cardio.  Plus you get to shoot at kids... BREAKING BAD #313         ""Full Measure""        AS BROADCAST       35."	E313
SAUL	You got your bumper cars over there down the way.  Got your arcade right here -- all the latest video games.  Snack bar’s over there. Nothing stopping you from selling beer to the parents.  That’s a whole new revenue stream...	E313
SAUL	Holy Christ. Saul stops dead, puts his hands on his knees and sucks in a deep, ragged breath.  It’s as if he’s trying not to faint. With his eyes, he shoots Walt daggers.	E313
SAUL	“We’re GOOD?”  This constitutes “good” where you’re from?  My car is bugged --	E313
SAUL	-- I’m being followed?!  What the hell have you gotten me into?!  I got my very own PI threatening to break my legs!  That’s like Thomas Magnum threatening, that, that... (can’t think of it) ... Little prissy guy with the mustache... Another deep breath.  Recovering, Saul stands up straight.	E313
SAUL	"Over and above.  Service-wise, this is over and above.  You and I survive this?  Oh, I’m seriously rethinking my pricing.  Yeah. BREAKING BAD #313         ""Full Measure""        AS BROADCAST       36."	E313
SAUL	My guy’s no dummy, right?  So, I give us maybe twenty-four hours before he figures out that address goes nowhere. (off the grim silence) You guys do your thing, make it snappy.  I’ll go... see if they have Tetris or something. Shaking his head to himself, nervous Saul wanders off toward the arcade, leaving Walt and Jesse alone.  A beat.	E313
MIKE	I don’t know if it’s a barrel leak or what... but you got something mighty stinky down there. (motions gallantly) After you. Down in the lab -- that’s where they’ll kill me, thinks Walt. Make it look like an accident, for Gale’s sake.  No threats have been made, no guns are in evidence.  But Walt knows if he goes down into that lab, he’s done. Walt stares behind the enormous machine, breathing a little faster now.  He’s frozen.  Mike, mild and even, as always:	E313
MIKE	Walter.  The sooner you figure out what this is, the sooner we all go home. Walt does something surprising now.  Something we probably don’t expect. He BEGS FOR HIS LIFE.  Low and scared:	E313
MIKE	Yeah, unfortunately, I do, Walter. Downstairs.	E313
MIKE	No... no...	E313
MIKE	Shut up.  Shut up.  I can’t do it. I’m sorry.	E313
MIKE	Where is he right now?  You give me an address.	E313
MIKE	Now, just what the hell was that, exactly? Walt sets his jaw, gazes coolly.  He doesn’t answer.  He even has the intestinal wherewithal to fix his crooked collar, just now pulled askew by Victor. Strongly sensing he’s been had, Mike finally draws a GUN from his jacket pocket (not the HK from Act Two, but something smaller).  Victor does the same. Amazingly, Walt doesn’t flinch, doesn’t quake.  Far from it.	E313
MIKE	(cocks the hammer) Yeah?  Why?	E313
SKYLER	(softly, to Holly) Hi!  You’re a sweet girl... yes you are... yes you are... yes you are. (beat) I know... The sound of TIRES out in the driveway turns her attention. She closes her laptop and gently disengages her daughter. EXT. WHITE HOUSE - AFTERNOON - CONTINUOUS The Aztek is parked in the driveway.  The engine shuts off and Junior opens his driver’s door, retrieving his crutches from the backseat.  Walt rounds from the passenger side.	E312
SKYLER	Hey.	E312
SKYLER	(to Walt) Hi.  Um, do you have a minute? (off his nod; to Junior) Could you, uh, go in and keep an eye on your sister for me? Walter, Jr. takes that as his cue to head inside the house.	E312
SKYLER	Have you thought anymore about what we discussed?	E312
SKYLER	So, show me the flaw in it.	E312
SKYLER	Hey, I don’t love this situation, alright?  That you put me in! However, let’s just stick with what makes sense here:  You took the seed money you won gambling, you invested it in the car wash that you helped run for four years.  You hired your wife as a bookkeeper, because guess what?  She’s actually a bookkeeper.  Now, that is a story an auditor can believe.  So what am I missing?	E312
SKYLER	"Okay, my estranged husband, who -- when he was working -- made forty- three thousand dollars a year, starts shoveling money at me.  And when the police come, I’m supposed to say “Gee, I, uh, never thought about it, officers.  Made sense to me!”  Really?  That, in your mind, is “plausible deniability.” (off his silence) I tell you what, Walt... BREAKING BAD #312       ""Half Measures""    AS BROADCAST    9."	E312
SKYLER	That, it seems to me, is the safest way to make the best of a very bad situation, yes.	E312
SKYLER	Because he loves his family and desperately wants a reconciliation. Though it may be hopeless and futile... then again, he’d try anything.	E312
SKYLER	Wow.  Suddenly a fantasy story. Realizing this is a battle he will only lose, Walt instead turns it into a negotiation.	E312
SKYLER	"Not every night, no. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    10."	E312
SKYLER	Dinner two nights.  Not weekends. With twenty-four hours’ notice.	E312
SKYLER	Three.  Six hours’ notice.	E312
SKYLER	Four. (as he opens his mouth) Don’t push it. Walt considers, sighs... then nods (all of that horse-trading should play pretty fast, but not sitcom-fast).	E312
SKYLER	No.	E312
SAUL	(re: game) Bitch... (finally glances over) You know I’m hourly, right? Walt checks his watch for the 39th time.	E312
SAUL	(dry) Oh, he “promised”?  Why didn’t you tell me?  Let’s wait then. Walt sits there, staring off, like he hadn’t heard.	E312
SAUL	That’s a joke.  The kid ain’t coming. Walt stands, begins to pace. Saul quits his game, stretches.	E312
SAUL	Okay, so, what’s Plan B?	E312
SAUL	Well, let’s brainstorm. Saul leans back in his chair, steeples his fingers.	E312
SAUL	You really think he’s serious?	E312
SAUL	Okay, so, what?  We pay him off.	E312
SAUL	(frowns, dubious) You-you want your criminal associate taken into police custody?	E312
SAUL	"(still not convinced) Pinkman in jail?  I don’t know: I’m picturing it and my... BREAKING BAD #312       ""Half Measures""    AS BROADCAST    23."	E312
SAUL	(smartass beat) That’s jail. (catching on) You’re talking about a level 2 joint.	E312
SAUL	(thinking out loud) Well, you know, Roswell Correctional’s pretty low impact, you know.  In the past, I’ve recommended Springer, but I’m hearing chancy things about their bathrooms since they renovated. So.	E312
SAUL	(shrugs) Well, it falls under my Premium Services Package, but you can afford that. Saul picks up his phone and dials.	E312
SAUL	"I’ll call my P.I. Off Walt:  nodding, hopeful for this Plan B. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    24."	E312
MIKE	(coolly insisting) This isn’t a phone talk, Walter. Your wife’s out, right? Walt hesitates.  He’s not crazy about letting this guy inside his home, but this sounds serious.  Walt stands aside, closing the door quickly after Mike enters.	E312
MIKE	(smiling, re: Holly) Aw, isn’t she somethin’.  I got a granddaughter a few years older. Uneasy about these two worlds of his colliding, Walt picks her up and loads her into the bassinet.	E312
MIKE	Have a seat, Walter. Nice try.  Walt grudgingly sits.	E312
MIKE	I spoke to Goodman about Pinkman and this plan of yours.	E312
MIKE	Well, I’m not gonna do it.	E312
MIKE	"Because it’s moronic. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    27."	E312
MIKE	(shrugs, ‘maybe’) That’s not the moronic part.	E312
MIKE	The problem is... the Boss wouldn’t like it.	E312
MIKE	My boss. (adds meaningfully) Your boss. Mike works for Gus?!  This is news to Walt.  Troubling news. It’s another sign of Gus’ extensive, subterranean reach.	E312
MIKE	This is a professional courtesy. No one knows I’m here.  Understand? Walt nods, numb.	E312
MIKE	"But our employer would find out. Like always.  And, if Pinkman were arrested... he’d take it as a problem. (level gaze) Walt, you got a good thing going here.  We all do.  You want to risk it all on one junkie? That’s a good question.  These days, who knows what Jesse will do?  What he’s capable of?  Walt certainly doesn’t. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    28."	E312
MIKE	Now, I realize you two have a history, but this kid’s been on the bubble a while now.  It’s a long time comin’. Walt gets a chill.	E312
MIKE	Um... I used to be a beat cop, long time ago.  And I’d get called out on domestic disputes all the time. Hundreds, probably, over the years. But there was this one guy, this one piece of shit that I will never forget.  Gordie.  He looked like Bo Svenson.  You remember him? “Walking Tall?”  You don’t remember?	E312
MIKE	"Well, of course.  Just trying to do the right thing. (then) But two weeks later he killed her. Of course.  Caved her head in with the base of a Waring blender.  We got there, there was so much blood, you could taste the metal. (then) BREAKING BAD #312       ""Half Measures""    AS BROADCAST    30."	E312
MIKE	No more half measures, Walter. OFF WALT:  Staring off, stuck.  Thinking the unthinkable...	E312
MIKE	Gonna need you to come with me. Before Jesse can protest, VICTOR opens the passenger door and leans over Wendy.	E312
GUS	Sit down. Jesse takes the empty seat in front of him.  Victor and Mike sit nearby, ready in case they’re needed. Gus begins with quiet authority.  He states the case simply and accurately with an almost judicial detachment.	E312
GUS	I understand that you have a problem with two of my employees. Jesse’s putting it together -- this is the guy, the “boss.” The one he was never allowed to meet.  Jesse doesn’t quite have the nerve to meet Gus’ questioning glance.	E312
GUS	It is true that they killed one of your associates.  It is possible they acted rashly.  But, on the other hand, there was provocation. The man was selling on their territory. (including the Bulletheads) There is blame on both sides. (a hint more force) This will go no further.  It will be settled right here, right now. But Jesse’s looking at Walt.  He can see Walt’s not here against his will.  And if that’s true...	E312
GUS	"Wait outside. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    35."	E312
GUS	Listen to me.  You have one friend in this room. (pointing at Walt) This man. Walt stays seated --- and silent.  The body language makes it clear; Gus is the boss here.  There’s no trace of “Heisenberg” now; Walt has become a submissive company man.	E312
GUS	Those men outside are my trusted employees.  And when I learned what you intended to do... Gus can barely contain his contempt for the cowardice and stupidity of Jesse’s plan.  He lets his words trail off, not finishing his thought.  But his meaning is very clear.	E312
GUS	If it wasn’t for this man -- and the respect I have for him -- I would be dealing with this in a very different way. Jesse cuts his eyes over to Walt.	E312
GUS	"You don’t look at him.  You look at me. (Jesse complies, then) This is what happens now.  My men will come back inside.  And you will shake their hands and you will make peace.  And that will be the end of this. He doesn’t need to say “or else.”  There’s no choice here. Jesse must knuckle under to survive. But... something won’t allow him to go along.  Something deep inside him rebels.  He returns Gus’ stare.  And says simply: BREAKING BAD #312       ""Half Measures""    AS BROADCAST    36."	E312
GUS	(to Jesse) Pardon me? Jesse rises to his feet and forces himself to look right at Gus.  As scared as he is, Jesse’s not backing down.  Even Gus is surprised by Jesse’s quiet bravery.	E312
GUS	"(to Mike) Bring them back. Mike goes to the door and signals to Victor.  Jesse doesn’t take his eyes off Gus as Victor leads the Bulletheads back in.  The drug dealers don’t go back to their chairs, they stand across from Jesse, waiting for Gus to give the word. BREAKING BAD #312       ""Half Measures""    AS BROADCAST    37."	E312
GUS	(to the Bulletheads) No more children. Glances of confusion around the room.	E312
GUS	Understand? The Bulletheads glance at each other, pissed.  Somehow Jesse talked the boss into muscling into their business.  Still, they nod.  An order from Gus is not to be questioned.	E312
GUS	(to Jesse) And you.  You keep the peace. Jesse nods.  Not quite believing this outcome.	E312
GUS	Say it.	E312
GUS	Shake hands. Jesse slowly reaches out and shakes the hands of each of Combo’s killers in turn.  Walt’s relieved but also deeply humiliated.  He’s never stood up to Gus like this, never even imagined it.  Off Jesse -- has he just won a victory?	E312
SKYLER	Dinner’s almost ready, okay?	E312
SKYLER	(shrugs) Yeah, okay. He nods and continues down the hallway. INT. WHITE HOUSE - BATHROOM - EVENING Walt enters, closes the door and turns on the sink.  He takes out his phone and dials.	E312
SKYLER	(good-naturedly) So the TV turns itself off, huh?	E312
SKYLER	Can you turn that off? Walt doesn’t hear her.  He’s fixated on the TV screen.	E312
SKYLER	Walt.	E312
SKYLER	(quiet, to Walter, Jr.) ... for your dad. (beat, to Walt) I’m sorry, it’s just, uh, they’ve been talking about that all day. And it’s just...	E312
SKYLER	Hey, uh, did you know your Dad and I are thinking about maybe starting a business together? Walt, Jr. likes the sound of that.  Yet another hopeful sign for the White family household.	E312
SKYLER	Um, we’re thinking maybe a car wash.	E312
SKYLER	Do you have any thought about how we’re going to approach this with Walter, Jr?	E306
SKYLER	-- Of course.  My point being -- the divorce.	E306
SKYLER	(bitterly sarcastic) “MY unhappiness.”  My completely, out-of-the-clear-blue-sky unhappiness.  Really?	E306
SKYLER	Yeah, okay... um...  Last thing, and then I’ll let you go. (re:  papers) Um in the Child Support Worksheet... you list... medical, dental, child care, transportation, housing, education, food, clothing...	E306
SKYLER	Walt... no.	E306
SKYLER	Not with that money!  You’d be making us accessories after the fact! Walt’s eyes narrow.  Pretty legalistic of her.  He considers a moment.  Answers mildly, yet coldly.	E306
GUS	So we try to clean them every night.  But make sure it’s off before you open the intake valve... Gus watches patiently as his employee gives it a try.	E306
GUS	Good.  Now, I suggest that you add this to your Monday maintenance schedule...	E306
GUS	Ah... morning.	E306
GUS	Why?  They’re doing nothing wrong. And furthermore, I don’t wish to discuss it -- that’s the polite and subtle message here, which the Manager receives.	E306
GUS	"Okay, let’s put this pepper here... BREAKING BAD #306       ""Sunset""     SCRIPT AS BROADCAST    19"	E306
SAUL	"Is this a secure..?  Yes, what’s with the..? BREAKING BAD #306       ""Sunset""     SCRIPT AS BROADCAST    31"	E306
SAUL	(oh shit) Okay, I’m listening.	E306
SAUL	What RV?	E306
SAUL	Okay.  Yeah... what exactly does “knows about” mean?  Does he have it, has he searched it --	E306
SAUL	-- So get rid of it!  What’re you doing sitting there talking to me for?! (quickly reconsiders) Better yet, have Pinkman get rid of it!  Right?  You don’t you go near it! Walt shakes his head -- no, no, no.	E306
SAUL	Jesus.  Plan A, then.  Go!  Get to it before the feds do!	E306
SAUL	what do I look like, the RV disposal people?  Did you not plan for this contingency?	E306
SAUL	Well... next time plan for it, wouldja?!  The Starship Enterprise had a self-destruct button!  I’m just saying.	E306
GUS	What can I do for you?	E306
GUS	"Sunset. The Cousins seem to know what this means.  One rises, then the other... EXITING without another glance at Gus.  Who watches them go, his eyes hinting at an inner rage we’ve never seen before.  OFF this... BREAKING BAD #306       ""Sunset""     SCRIPT AS BROADCAST    37"	E306
GUS	I told you before.  You will not kill Walter White.  Not until my business with him has concluded. One of the Cousins responds quietly, also in Spanish.  He doesn’t glare or grimace or otherwise threaten -- really, he doesn’t need to.  These dudes are scary without even trying.	E306
GUS	You’ll have to.  The decision isn’t yours to make. This doesn’t go over well with these two.  In fact, the body language all around feels a little like an Old West showdown. But before it can turn into the OK Corral...	E306
GUS	Explain to me -- why this man White?  He betrayed your cousin Tuco, yes... but he’s not the one who murdered him. (off their stares) Was there not another man who pulled the trigger? A beat.  The first Cousin nods, speaks grudgingly.	E306
GUS	North of the border is my territory.  My say. (then) As a show of respect, I say yes. The Cousins glance to one another, mild surprise showing in their faces.  They didn’t see this coming.	E306
GUS	The agent’s name is Hank Schrader. (a beat) May his death satisfy you. Ice-cold.  Off the Cousins, coming around to this bold new idea... and mild Gus, not so much as blinking... And the red SUN sinking to the horizon behind them...	E306
SKYLER	(smiling) Close.  Two months to the day.	E301
SKYLER	I really just need this quick and easy.  As quick as, you know, something like this can be.	E301
SKYLER	I mean, he certainly knows we’re separated.  So...	E301
SKYLER	We’re in the process of moving him out.  Yeah.  Today, hopefully.  In the meantime, my son and daughter and I are staying with my sister.	E301
SKYLER	Well, just temporarily.  Only until he could get his things together. That was supposed to be last week, but then came the crash, and...	E301
SKYLER	(nodding) -- Right beneath the flight path. We had debris land right in our yard, all over our neighborhood...	E301
SKYLER	Apparently, you know, even... parts of bodies..?  I mean, I couldn’t bring myself to go over there.	E301
SKYLER	God, I know.  Anyway, I certainly wasn’t ready to move us back. But... it’s time.  And we’re driving my sister and her husband up a wall, I’m sure.	E301
SKYLER	Yeah.  Holly here, and a son in high school -- Walter, Junior. (firm now) They need to stay with me.	E301
SKYLER	"Sixteen years. BREAKING BAD #301     ""No Mas""    WHITE   8/3/09     11."	E301
SKYLER	-- Definitely a mortgage.  We’ve got maybe fifteen years on it.	E301
SKYLER	Yes.  He’s a high school teacher. Chemistry teacher.	E301
SKYLER	I pretty much supported us while he did some post-doctoral work.  But really, here’s the thing:  I am not looking for any kind of loopholes, or, I dunno --	E301
SKYLER	The financial end of things is something he and I can deal with. We’ll split everything fifty-fifty and just be done with it.  So... (thin smile) Yeah.  Quick and easy’s all I need. Ohhh-kay.  This attorney knows there’s some very big detail that Skyler is choosing to leave out.  The woman studies her for a moment -- then shoots gently, but straight.	E301
SKYLER	Okay.  I will think about that. Off the two of them shaking hands -- friendly, but strained:	E301
SKYLER	Honey, want another waffle..? (a beat) Still got the iron out.  I could cut up some bananas... Jesus, homemade waffles, even.  Unfortunately, this does nothing to thaw Walter, Jr.  Now, their kitchen phone RINGS.	E301
SKYLER	Would you please just -- She changes her mind about stopping him.  It doesn’t matter anyhow.  Ignoring his mom as studiously as she ignores her husband’s message, the teenager picks up the receiver.	E301
SKYLER	Flynn... Walt, Jr. still won’t look at her.  Strictly into the phone:	E301
SKYLER	I’ll take you to school.	E301
SKYLER	Flynn, I’m taking you to school.	E301
SKYLER	(quiet, yet patient) Well, hello to you, too.	E301
SKYLER	(overlapping her) Marie...  Marie. Marie finally throws up her hands.	E301
SKYLER	I don’t remember asking you, alright?  You wanna be supportive? Be supportive without all this prying, for god’s sake.	E301
SKYLER	Is this a good time to talk?	E301
SKYLER	-- No, I should have called first.	E301
SKYLER	Sure.	E301
SKYLER	No, I’m fine.	E301
SKYLER	I’m fine.  Thanks.	E301
SKYLER	Yeah.  Let’s sit. Walt pulls together a couple of chairs (maybe detouring in a very brief attempt to make the bed).  They both sit. Skyler is running this show, and her discomfort is apparent as she tries to find the right way to begin.  The silence, meanwhile, is killing Walt.  So...	E301
SKYLER	-- I’m not punishing you, Walt.	E301
SKYLER	You’re a drug dealer. She says this quietly, evenly -- shocking us.  Walt blinks.	E301
SKYLER	"Yeah.  Yeah.  Where else could you possibly make that kind of money? (after another moment) Marijuana..?  That Pinkman kid..? BREAKING BAD #301     ""No Mas""    WHITE   8/3/09     36. His silent expression inadvertently tells her “try again.”"	E301
SKYLER	I’m gonna make you a deal, Walt. I won’t tell Hank... or your children... or anybody else. Nobody will ever hear it from me. But only if you grant me this divorce and stay out of our lives.	E301
SKYLER	I mean it.  You understand? (breathing faster) Now lemme the hell out of here before I throw up. She’s not exaggerating.  Walt reluctantly steps aside. Quickly, Skyler is out the door and gone. Off Walt, left all alone way down here at rock-bottom...	E301
GUS	Is the food to your satisfaction?	E301
GUS	Good to see you again. Gus offers his hand, and they shake.	E301
GUS	May I..? Walt motions to the seat opposite -- by all means.  Gus sits down with him.  Smooth.  If anyone in the place is paying attention... and they certainly aren’t... they’d think Gus is spending a few moments with an associate, and nothing more. Gus keeps his voice low, but not to the point of whispering. After all, this is his place.  He knows the Muzak and the sizzle of the fryers will cover up anything he says.	E301
GUS	I have an offer that I think will interest you.	E301
GUS	I’d like you to hear my offer, notwithstanding.	E301
GUS	Three million dollars for three months of your time. Holy crap!!  Holy... WHAT?  Did we just hear that right?! Walt blinks.  Stares.  Uhhh...	E301
GUS	Three months, then out.	E301
GUS	May I take this as a “yes?” We’re thinking it’s leaning that way, definitely.  And yet... ... And yet, Walt’s expression saddens.  Darkens.  He gives a tiny little shake of his head.  Soft, half to himself:	E301
